retailer,invoice_date,region,state,product,price_per_unit,units_sold,total_sales
West Gear,2020-01-31,West,Nevada,Women's Apparel,54,140,7560
West Gear,2020-02-10,West,Nevada,Women's Athletic Footwear,46,140,6440
Kohl's,2021-03-11,West,California,Men's Apparel,49,145,7105
West Gear,2020-02-24,West,Nevada,Women's Apparel,54,140,7560
Kohl's,2021-05-27,West,New Mexico,Men's Street Footwear,51,150,7650
Sports Direct,2021-08-25,South,Texas,Women's Street Footwear,28,145,4060
West Gear,2020-03-05,West,Nevada,Women's Street Footwear,44,140,6160
Kohl's,2021-11-26,West,New Mexico,Men's Athletic Footwear,59,150,8850
Sports Direct,2021-09-14,South,Texas,Men's Apparel,45,145,6525
Sports Direct,2021-03-18,South,Tennessee,Women's Street Footwear,23,140,3220
Sports Direct,2021-06-13,Southeast,Georgia,Women's Apparel,67,150,10050
Sports Direct,2021-05-13,South,Tennessee,Men's Apparel,43,140,6020
Sports Direct,2021-08-13,Southeast,Georgia,Women's Street Footwear,54,150,8100
Sports Direct,2021-03-02,Southeast,North Carolina,Men's Athletic Footwear,29,150,4350
Foot Locker,2021-05-21,South,Tennessee,Men's Street Footwear,27,140,3780
Sports Direct,2021-08-15,South,Alabama,Women's Street Footwear,20,144,2880
Sports Direct,2021-05-02,Southeast,North Carolina,Women's Athletic Footwear,38,150,5700
Sports Direct,2021-09-15,South,Alabama,Women's Athletic Footwear,37,140,5180
Foot Locker,2021-11-24,Southeast,Virginia,Women's Athletic Footwear,36,144,5184
Sports Direct,2021-09-16,South,Alabama,Men's Apparel,42,140,5880
Amazon,2021-10-12,South,Alabama,Men's Street Footwear,27,140,3780
Walmart,2021-10-17,Southeast,Florida,Men's Street Footwear,39,140,5460
Walmart,2021-10-17,Southeast,Florida,Women's Apparel,53,140,7420
Sports Direct,2021-01-19,Southeast,Virginia,Men's Apparel,30,140,4200
West Gear,2021-03-10,West,Utah,Women's Street Footwear,16,140,2240
West Gear,2021-03-10,West,Utah,Women's Apparel,21,140,2940
West Gear,2021-07-10,West,Utah,Men's Apparel,28,140,3920
West Gear,2021-10-11,West,Utah,Women's Apparel,25,140,3500
West Gear,2021-06-24,West,Oregon,Men's Apparel,67,140,9380
West Gear,2021-01-17,West,Oregon,Women's Apparel,34,140,4760
West Gear,2021-10-17,South,Louisiana,Women's Apparel,44,140,6160
Sports Direct,2021-09-05,West,Idaho,Men's Apparel,42,140,5880
Foot Locker,2021-12-17,Northeast,New Hampshire,Women's Apparel,61,144,8784
Foot Locker,2021-01-23,West,Idaho,Men's Athletic Footwear,30,140,4200
Foot Locker,2021-12-09,Northeast,Pennsylvania,Men's Street Footwear,62,143,8866
West Gear,2020-01-20,West,Nevada,Men's Street Footwear,58,143,8294
West Gear,2020-02-09,West,Nevada,Women's Street Footwear,61,143,8723
West Gear,2020-04-23,West,Colorado,Women's Athletic Footwear,61,143,8723
West Gear,2020-04-28,West,Colorado,Women's Street Footwear,67,143,9581
Kohl's,2021-02-04,Midwest,Montana,Women's Street Footwear,44,143,6292
Foot Locker,2021-01-23,West,Idaho,Women's Apparel,27,140,3780
Kohl's,2021-02-07,Midwest,Montana,Women's Apparel,58,143,8294
Foot Locker,2021-11-23,West,Arizona,Women's Apparel,39,140,5460
Kohl's,2021-03-07,Midwest,Montana,Women's Athletic Footwear,43,143,6149
Kohl's,2021-02-26,West,New Mexico,Women's Apparel,35,140,4900
Sports Direct,2021-09-29,South,Alabama,Women's Apparel,36,143,5148
Kohl's,2021-04-26,West,New Mexico,Women's Street Footwear,44,140,6160
Sports Direct,2021-10-09,South,Alabama,Women's Athletic Footwear,63,143,9009
Sports Direct,2021-01-13,West,New Mexico,Men's Athletic Footwear,27,140,3780
Amazon,2021-11-17,Northeast,Maine,Men's Street Footwear,51,143,7293
Sports Direct,2021-01-13,West,New Mexico,Women's Street Footwear,32,140,4480
Foot Locker,2021-02-10,West,Alaska,Men's Street Footwear,33,143,4719
Sports Direct,2021-01-13,West,New Mexico,Women's Apparel,28,140,3920
Foot Locker,2021-05-11,West,Hawaii,Women's Apparel,69,143,9867
Sports Direct,2021-08-13,Southeast,Georgia,Men's Apparel,51,140,7140
Walmart,2021-08-17,Southeast,Florida,Women's Athletic Footwear,77,143,11011
Sports Direct,2021-11-13,Southeast,Georgia,Women's Athletic Footwear,37,140,5180
Walmart,2021-08-17,Southeast,Florida,Men's Apparel,74,143,10582
Foot Locker,2021-05-16,South,Mississippi,Men's Athletic Footwear,28,140,3920
Kohl's,2021-02-12,Northeast,New York,Women's Street Footwear,29,143,4147
Sports Direct,2021-01-23,South,Mississippi,Women's Street Footwear,11,140,1540
Kohl's,2021-08-11,West,Wyoming,Women's Street Footwear,38,143,5434
Walmart,2021-07-19,South,Arkansas,Women's Street Footwear,32,140,4480
Kohl's,2021-11-11,West,Wyoming,Men's Apparel,51,143,7293
Sports Direct,2021-10-13,South,Texas,Women's Athletic Footwear,59,145,8555
Walmart,2021-09-19,South,Arkansas,Women's Apparel,22,140,3080
Foot Locker,2021-03-23,Southeast,Virginia,Men's Street Footwear,38,143,5434
Foot Locker,2021-11-27,Northeast,Pennsylvania,Men's Street Footwear,60,145,8700
West Gear,2021-08-20,South,Oklahoma,Men's Athletic Footwear,37,140,5180
Sports Direct,2021-03-15,Midwest,Michigan,Women's Apparel,33,143,4719
West Gear,2020-02-12,West,Nevada,Women's Apparel,78,145,11310
Sports Direct,2021-01-17,Northeast,Rhode Island,Men's Street Footwear,28,140,3920
Sports Direct,2021-07-15,Midwest,Michigan,Men's Apparel,54,143,7722
West Gear,2021-11-11,Northeast,Vermont,Men's Street Footwear,54,140,7560
Foot Locker,2021-12-15,Midwest,Michigan,Men's Apparel,55,143,7865
Sports Direct,2021-05-02,Southeast,North Carolina,Men's Apparel,46,150,6900
Amazon,2021-05-17,Northeast,New Hampshire,Women's Apparel,46,140,6440
Foot Locker,2021-08-18,Midwest,Missouri,Men's Athletic Footwear,38,143,5434
Sports Direct,2021-04-13,South,Tennessee,Men's Apparel,43,145,6235
Amazon,2021-06-19,Northeast,New Hampshire,Men's Athletic Footwear,40,140,5600
West Gear,2021-01-11,Midwest,Missouri,Women's Street Footwear,14,143,2002
Foot Locker,2021-07-02,Midwest,Nebraska,Men's Street Footwear,41,145,5945
Sports Direct,2021-09-02,Southeast,North Carolina,Women's Athletic Footwear,28,150,4200
Foot Locker,2021-05-13,Midwest,South Dakota,Men's Street Footwear,58,139,8062
West Gear,2021-12-23,West,Oregon,Women's Athletic Footwear,67,143,9581
Sports Direct,2021-10-14,South,Texas,Men's Apparel,56,138,7728
Sports Direct,2021-10-04,Southeast,North Carolina,Women's Street Footwear,34,150,5100
West Gear,2021-01-05,South,Louisiana,Women's Apparel,34,143,4862
Amazon,2021-01-13,Southeast,North Carolina,Men's Athletic Footwear,33,150,4950
West Gear,2020-02-17,West,Nevada,Men's Apparel,68,138,9384
Sports Direct,2021-09-04,South,Alabama,Men's Apparel,49,145,7105
Amazon,2021-06-11,Midwest,Ohio,Men's Apparel,62,150,9300
Sports Direct,2021-10-10,South,Alabama,Men's Apparel,58,145,8410
West Gear,2020-02-25,West,Nevada,Men's Street Footwear,56,138,7728
Sports Direct,2021-12-09,West,Hawaii,Women's Athletic Footwear,73,145,10585
West Gear,2020-06-01,West,Washington,Men's Street Footwear,36,138,4968
Amazon,2021-08-10,Midwest,Ohio,Women's Street Footwear,53,150,7950
West Gear,2020-07-20,West,Washington,Men's Athletic Footwear,64,138,8832
West Gear,2021-01-12,Southeast,Florida,Women's Athletic Footwear,37,145,5365
Walmart,2021-07-16,South,Mississippi,Men's Apparel,59,150,8850
West Gear,2020-07-30,West,Washington,Women's Apparel,88,138,12144
West Gear,2020-08-02,West,Washington,Women's Street Footwear,73,138,10074
Kohl's,2021-01-14,Northeast,New York,Men's Apparel,49,145,7105
West Gear,2020-08-03,West,Washington,Women's Athletic Footwear,76,138,10488
Kohl's,2021-02-12,Northeast,New York,Men's Athletic Footwear,37,145,5365
Kohl's,2021-01-02,Midwest,Montana,Women's Apparel,43,138,5934
Walmart,2021-07-19,South,Arkansas,Women's Apparel,63,150,9450
Sports Direct,2021-08-03,Midwest,Nebraska,Women's Street Footwear,28,138,3864
Walmart,2021-10-21,South,Arkansas,Men's Street Footwear,27,150,4050
Sports Direct,2021-08-04,Midwest,Nebraska,Women's Athletic Footwear,33,138,4554
Kohl's,2021-02-12,West,Wyoming,Men's Apparel,47,145,6815
West Gear,2021-06-04,West,Idaho,Women's Athletic Footwear,48,143,6864
West Gear,2021-12-19,South,Arkansas,Women's Apparel,70,150,10500
Sports Direct,2021-08-06,South,Alabama,Women's Apparel,32,138,4416
Kohl's,2021-04-11,West,Wyoming,Women's Street Footwear,28,145,4060
Foot Locker,2021-02-23,West,Idaho,Men's Street Footwear,29,143,4147
West Gear,2021-09-19,South,Oklahoma,Men's Street Footwear,49,150,7350
Amazon,2021-12-17,Northeast,Maine,Men's Street Footwear,62,138,8556
Kohl's,2021-05-10,West,Wyoming,Women's Street Footwear,39,145,5655
Kohl's,2021-08-26,West,New Mexico,Women's Athletic Footwear,55,143,7865
Walmart,2021-10-10,West,Hawaii,Men's Athletic Footwear,61,138,8418
Foot Locker,2021-12-10,West,Wyoming,Men's Apparel,54,145,7830
Kohl's,2021-09-27,West,New Mexico,Women's Street Footwear,46,143,6578
Walmart,2021-04-17,Southeast,Florida,Men's Street Footwear,62,138,8556
Kohl's,2021-04-13,Midwest,Kansas,Men's Street Footwear,24,150,3600
Sports Direct,2021-07-12,Southeast,Georgia,Women's Apparel,67,143,9581
West Gear,2021-02-10,Southeast,Florida,Men's Athletic Footwear,42,138,5796
Foot Locker,2021-12-12,Midwest,Kansas,Men's Street Footwear,66,150,9900
Amazon,2021-02-11,Southeast,North Carolina,Men's Athletic Footwear,33,143,4719
Sports Direct,2021-09-15,Midwest,Michigan,Women's Street Footwear,34,145,4930
West Gear,2021-09-08,Northeast,New York,Women's Street Footwear,41,138,5658
Amazon,2021-02-11,Midwest,Ohio,Women's Apparel,29,143,4147
Foot Locker,2021-11-24,Southeast,Virginia,Women's Street Footwear,43,138,5934
Amazon,2021-05-09,Midwest,Ohio,Women's Street Footwear,39,143,5577
Foot Locker,2021-12-08,Midwest,North Dakota,Men's Street Footwear,55,150,8250
Sports Direct,2021-11-16,Midwest,Michigan,Men's Athletic Footwear,42,145,6090
Sports Direct,2021-01-19,Southeast,Virginia,Women's Apparel,33,138,4554
West Gear,2021-12-09,Midwest,Indiana,Men's Street Footwear,58,150,8700
West Gear,2021-12-10,West,Utah,Men's Athletic Footwear,28,145,4060
West Gear,2021-06-17,Northeast,West Virginia,Men's Street Footwear,43,150,6450
Amazon,2021-05-09,Midwest,Ohio,Women's Apparel,53,143,7579
West Gear,2021-05-25,West,Oregon,Men's Street Footwear,48,145,6960
Foot Locker,2021-06-18,South,Mississippi,Women's Street Footwear,41,143,5863
West Gear,2021-09-18,South,Louisiana,Men's Street Footwear,43,145,6235
Sports Direct,2021-04-04,Northeast,Connecticut,Men's Street Footwear,36,150,5400
Foot Locker,2021-03-22,West,Arizona,Men's Street Footwear,37,145,5365
Foot Locker,2021-12-03,Northeast,Connecticut,Men's Street Footwear,59,150,8850
Walmart,2021-08-20,South,Arkansas,Women's Apparel,50,143,7150
Foot Locker,2021-10-23,West,Arizona,Men's Athletic Footwear,47,145,6815
Sports Direct,2021-07-13,Northeast,Massachusetts,Men's Street Footwear,52,150,7800
West Gear,2021-11-20,South,Arkansas,Men's Street Footwear,24,143,3432
Kohl's,2021-05-12,Midwest,Kansas,Men's Street Footwear,36,143,5148
Amazon,2021-12-13,Northeast,Massachusetts,Men's Street Footwear,64,150,9600
Kohl's,2021-07-25,West,New Mexico,Men's Apparel,57,145,8265
Sports Direct,2021-09-14,South,Texas,Men's Apparel,40,150,6000
Sports Direct,2021-12-25,West,New Mexico,Women's Athletic Footwear,55,145,7975
Foot Locker,2021-11-15,Northeast,Pennsylvania,Men's Street Footwear,44,150,6600
Sports Direct,2021-02-13,West,New Mexico,Men's Street Footwear,29,145,4205
Walmart,2021-10-18,South,Mississippi,Men's Athletic Footwear,25,145,3625
West Gear,2020-02-11,West,Nevada,Men's Apparel,47,150,7050
Sports Direct,2021-02-17,Midwest,Michigan,Women's Apparel,33,138,4554
Kohl's,2021-10-14,Midwest,Kansas,Men's Street Footwear,29,145,4205
Sports Direct,2021-04-13,South,Tennessee,Men's Apparel,30,150,4500
Walmart,2021-09-18,Southeast,Florida,Men's Athletic Footwear,45,150,6750
Foot Locker,2021-02-06,Midwest,North Dakota,Men's Street Footwear,28,145,4060
Foot Locker,2021-11-23,West,Arizona,Men's Street Footwear,31,150,4650
Sports Direct,2021-06-17,Midwest,Michigan,Women's Street Footwear,41,138,5658
Sports Direct,2021-12-25,West,New Mexico,Women's Street Footwear,44,150,6600
Foot Locker,2021-07-13,Northeast,Delaware,Women's Apparel,55,145,7975
Sports Direct,2021-11-16,Midwest,Michigan,Women's Athletic Footwear,41,138,5658
Foot Locker,2021-12-15,Midwest,Michigan,Women's Athletic Footwear,48,138,6624
Foot Locker,2021-01-24,Northeast,New Hampshire,Men's Street Footwear,52,145,7540
Sports Direct,2021-02-13,West,New Mexico,Men's Street Footwear,23,150,3450
Sports Direct,2021-10-07,South,Texas,Women's Athletic Footwear,30,145,4350
West Gear,2021-01-11,Midwest,Missouri,Women's Apparel,24,138,3312
Sports Direct,2021-08-13,Southeast,Georgia,Women's Street Footwear,42,150,6300
West Gear,2021-07-10,West,Utah,Women's Street Footwear,24,138,3312
West Gear,2021-09-04,Midwest,Wisconsin,Men's Street Footwear,33,143,4719
Foot Locker,2021-05-16,South,Mississippi,Women's Apparel,35,150,5250
Foot Locker,2021-06-18,South,Mississippi,Men's Athletic Footwear,29,150,4350
West Gear,2021-08-17,South,Louisiana,Men's Apparel,64,138,8832
West Gear,2021-04-17,Northeast,West Virginia,Men's Street Footwear,27,143,3861
Walmart,2021-07-16,South,Mississippi,Men's Apparel,46,150,6900
Sports Direct,2021-07-03,Northeast,Connecticut,Women's Apparel,56,143,8008
West Gear,2021-04-05,West,Idaho,Women's Street Footwear,24,138,3312
Foot Locker,2021-05-06,Northeast,Rhode Island,Men's Street Footwear,39,150,5850
Foot Locker,2021-08-07,Northeast,Rhode Island,Men's Street Footwear,46,143,6578
West Gear,2021-04-05,West,Idaho,Women's Apparel,28,138,3864
Sports Direct,2021-08-19,South,Texas,Women's Street Footwear,27,143,3861
Foot Locker,2021-06-23,West,Arizona,Men's Athletic Footwear,51,138,7038
Foot Locker,2021-12-27,Northeast,Pennsylvania,Men's Street Footwear,53,143,7579
Foot Locker,2021-06-23,West,Arizona,Women's Street Footwear,51,138,7038
Kohl's,2021-01-26,West,Arizona,Men's Athletic Footwear,42,138,5796
West Gear,2020-01-09,West,Nevada,Men's Athletic Footwear,35,145,5075
Sports Direct,2021-03-21,South,Tennessee,Women's Apparel,28,143,4004
West Gear,2020-02-04,West,Nevada,Women's Athletic Footwear,47,145,6815
Sports Direct,2021-08-09,South,Alabama,Women's Street Footwear,26,136,3536
Kohl's,2021-01-26,West,Arizona,Women's Street Footwear,42,138,5796
Foot Locker,2021-08-24,Southeast,Virginia,Women's Athletic Footwear,52,136,7072
Sports Direct,2021-07-12,Southeast,Georgia,Men's Apparel,54,138,7452
Sports Direct,2021-04-25,South,Tennessee,Men's Apparel,35,143,5005
Foot Locker,2021-11-24,Southeast,Virginia,Men's Apparel,56,136,7616
West Gear,2020-03-16,West,Nevada,Men's Athletic Footwear,31,145,4495
Foot Locker,2021-11-24,Southeast,Virginia,Women's Street Footwear,33,143,4719
Sports Direct,2021-01-19,Southeast,Virginia,Women's Athletic Footwear,21,136,2856
West Gear,2021-03-23,West,Oregon,Men's Street Footwear,28,143,4004
Foot Locker,2021-12-12,Southeast,Georgia,Women's Street Footwear,53,138,7314
Sports Direct,2021-03-27,South,Tennessee,Women's Apparel,25,145,3625
West Gear,2021-08-17,South,Louisiana,Women's Athletic Footwear,55,143,7865
Amazon,2021-06-11,Midwest,Ohio,Men's Athletic Footwear,41,138,5658
West Gear,2021-04-11,West,Utah,Women's Apparel,20,136,2720
West Gear,2021-11-24,West,Oregon,Men's Apparel,50,145,7250
Foot Locker,2021-06-23,West,Arizona,Men's Athletic Footwear,36,143,5148
Amazon,2021-09-09,Midwest,Ohio,Women's Street Footwear,23,138,3174
West Gear,2021-11-11,West,Utah,Men's Athletic Footwear,14,136,1904
Foot Locker,2021-01-23,West,Idaho,Women's Street Footwear,31,145,4495
West Gear,2021-12-10,West,Utah,Women's Athletic Footwear,22,136,2992
West Gear,2021-08-24,West,Oregon,Men's Apparel,53,136,7208
Amazon,2021-09-09,Midwest,Ohio,Women's Apparel,37,138,5106
West Gear,2021-05-18,South,Louisiana,Women's Street Footwear,37,136,5032
Amazon,2021-10-11,Midwest,Ohio,Men's Athletic Footwear,29,138,4002
Foot Locker,2021-12-12,Southeast,Georgia,Women's Athletic Footwear,40,143,5720
Sports Direct,2021-09-05,West,Idaho,Women's Athletic Footwear,40,136,5440
Amazon,2021-11-10,Midwest,Ohio,Men's Apparel,76,138,10488
Foot Locker,2021-01-23,West,Idaho,Men's Street Footwear,23,136,3128
West Gear,2021-02-17,West,Oregon,Women's Street Footwear,34,132,4488
Walmart,2021-07-16,South,Mississippi,Women's Athletic Footwear,33,143,4719
Foot Locker,2021-08-23,West,Arizona,Men's Apparel,45,136,6120
Amazon,2021-02-22,Midwest,Ohio,Men's Street Footwear,38,138,5244
Sports Direct,2021-12-16,South,Mississippi,Women's Athletic Footwear,41,143,5863
Foot Locker,2021-05-24,West,Arizona,Women's Street Footwear,41,132,5412
Kohl's,2021-12-22,West,Arizona,Women's Street Footwear,35,136,4760
Foot Locker,2021-01-12,Midwest,Kansas,Men's Street Footwear,38,138,5244
West Gear,2021-06-21,South,Oklahoma,Women's Apparel,40,143,5720
Foot Locker,2021-09-24,West,Arizona,Women's Apparel,43,132,5676
Kohl's,2021-02-26,West,Arizona,Men's Athletic Footwear,36,136,4896
Foot Locker,2021-09-13,Midwest,South Dakota,Men's Street Footwear,42,138,5796
Sports Direct,2021-09-26,South,Texas,Men's Apparel,53,142,7526
Kohl's,2021-02-26,West,Arizona,Women's Street Footwear,35,132,4620
Kohl's,2021-03-25,West,New Mexico,Men's Athletic Footwear,36,136,4896
Kohl's,2021-05-27,West,New Mexico,Men's Athletic Footwear,46,136,6256
Kohl's,2021-05-27,West,New Mexico,Women's Apparel,56,132,7392
Kohl's,2021-11-26,West,New Mexico,Women's Athletic Footwear,40,136,5440
Sports Direct,2021-06-13,Southeast,Georgia,Women's Athletic Footwear,33,132,4356
Sports Direct,2021-04-06,South,Tennessee,Women's Athletic Footwear,27,142,3834
Sports Direct,2021-05-14,Southeast,Georgia,Men's Athletic Footwear,36,136,4896
Sports Direct,2021-09-14,Southeast,Georgia,Men's Apparel,36,132,4752
Foot Locker,2021-08-10,West,Hawaii,Women's Athletic Footwear,67,142,9514
Foot Locker,2021-02-18,South,Mississippi,Men's Apparel,26,136,3536
Foot Locker,2021-05-16,South,Mississippi,Men's Apparel,34,132,4488
Foot Locker,2021-03-16,South,Mississippi,Women's Street Footwear,11,136,1496
Walmart,2021-09-16,South,Mississippi,Men's Apparel,22,132,2904
Sports Direct,2021-12-09,West,Hawaii,Women's Apparel,89,142,12638
Foot Locker,2021-03-16,South,Mississippi,Women's Apparel,17,136,2312
Sports Direct,2021-11-17,South,Mississippi,Men's Apparel,59,132,7788
Foot Locker,2021-06-24,Southeast,Virginia,Women's Athletic Footwear,72,142,10224
Foot Locker,2021-05-16,South,Mississippi,Women's Street Footwear,26,136,3536
Walmart,2021-08-20,South,Arkansas,Women's Athletic Footwear,29,132,3828
Foot Locker,2021-10-24,Southeast,Virginia,Men's Athletic Footwear,51,142,7242
Sports Direct,2021-02-21,South,Mississippi,Women's Street Footwear,11,136,1496
Walmart,2021-10-21,South,Arkansas,Men's Athletic Footwear,14,132,1848
Foot Locker,2021-07-06,Northeast,Rhode Island,Women's Apparel,38,136,5168
West Gear,2021-10-21,South,Arkansas,Women's Apparel,20,132,2640
Amazon,2021-08-11,Northeast,Vermont,Women's Apparel,44,136,5984
West Gear,2021-12-19,South,Arkansas,Men's Apparel,50,132,6600
Foot Locker,2021-06-30,Midwest,Illinois,Men's Street Footwear,46,135,6210
Sports Direct,2021-08-16,Midwest,Michigan,Women's Athletic Footwear,34,142,4828
Foot Locker,2021-04-07,Northeast,Rhode Island,Men's Street Footwear,28,132,3696
